emotion,frame,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
Sadness,46,0.0,0.06,0.06,0.0,0.5,0.0,0.0,0.28,0.75,0.29,0.43,0.21,0.0,0.0,0.08,0.12,0.0
Sadness,47,0.0,0.0,0.0,0.0,0.48,0.09,0.0,0.26,0.73,0.21,0.48,0.18,0.0,0.0,0.08,0.08,0.0
Sadness,48,0.0,0.0,0.0,0.0,0.48,0.12,0.0,0.22,0.71,0.2,0.49,0.26,0.04,0.0,0.0,0.14,0.0
Sadness,49,0.0,0.0,0.0,0.0,0.47,0.29,0.0,0.26,0.67,0.21,0.5,0.29,0.04,0.0,0.0,0.13,0.0
Sadness,50,0.0,0.0,0.02,0.0,0.49,0.27,0.0,0.29,0.65,0.24,0.46,0.26,0.04,0.0,0.0,0.06,0.0
Sadness,51,0.0,0.0,0.02,0.07,0.5,0.33,0.0,0.32,0.65,0.27,0.37,0.32,0.0,0.0,0.03,0.0,0.0
Sadness,52,0.0,0.0,0.04,0.12,0.53,0.23,0.0,0.32,0.63,0.18,0.26,0.24,0.0,0.0,0.03,0.0,0.0
Sadness,53,0.0,0.0,0.12,0.12,0.55,0.16,0.0,0.39,0.56,0.23,0.16,0.32,0.0,0.0,0.11,0.03,0.0
Sadness,54,0.0,0.0,0.15,0.05,0.52,0.07,0.0,0.49,0.51,0.26,0.11,0.31,0.0,0.0,0.14,0.03,0.0
Sadness,55,0.0,0.0,0.19,0.0,0.51,0.0,0.0,0.53,0.54,0.28,0.05,0.47,0.0,0.0,0.14,0.03,0.0
Sadness,56,0.0,0.0,0.13,0.0,0.49,0.01,0.0,0.44,0.58,0.19,0.03,0.53,0.0,0.0,0.16,0.02,0.0
Sadness,57,0.0,0.0,0.17,0.0,0.47,0.01,0.0,0.34,0.57,0.09,0.0,0.47,0.0,0.0,0.22,0.06,0.0
Sadness,58,0.0,0.0,0.22,0.03,0.45,0.01,0.0,0.34,0.52,0.13,0.05,0.37,0.0,0.0,0.24,0.06,0.0
Sadness,59,0.0,0.0,0.21,0.12,0.42,0.0,0.0,0.34,0.52,0.17,0.13,0.4,0.0,0.0,0.14,0.04,0.02
Sadness,60,0.02,0.0,0.18,0.12,0.4,0.0,0.0,0.28,0.53,0.15,0.14,0.49,0.0,0.0,0.08,0.0,0.06
Sadness,61,0.02,0.0,0.26,0.1,0.42,0.0,0.0,0.33,0.55,0.19,0.09,0.5,0.0,0.0,0.12,0.0,0.06
Sadness,62,0.02,0.0,0.3,0.0,0.46,0.0,0.0,0.37,0.52,0.22,0.02,0.47,0.0,0.0,0.2,0.0,0.04
Sadness,63,0.0,0.0,0.27,0.0,0.46,0.0,0.0,0.41,0.54,0.29,0.06,0.49,0.0,0.0,0.21,0.0,0.04
Sadness,64,0.02,0.0,0.08,0.01,0.44,0.07,0.0,0.29,0.53,0.19,0.13,0.56,0.0,0.0,0.16,0.06,0.1
Sadness,65,0.02,0.04,0.03,0.02,0.44,0.07,0.01,0.31,0.54,0.14,0.13,0.45,0.0,0.0,0.18,0.06,0.14
Sadness,66,0.02,0.04,0.09,0.05,0.47,0.07,0.01,0.32,0.54,0.17,0.07,0.3,0.0,0.0,0.22,0.08,0.09
Sadness,67,0.01,0.04,0.18,0.09,0.46,0.0,0.01,0.42,0.56,0.29,0.0,0.23,0.0,0.0,0.24,0.02,0.04
Sadness,68,0.01,0.0,0.24,0.07,0.41,0.0,0.0,0.33,0.54,0.26,0.0,0.33,0.0,0.0,0.15,0.02,0.0
Sadness,69,0.01,0.0,0.29,0.04,0.35,0.0,0.0,0.39,0.48,0.17,0.02,0.41,0.0,0.0,0.12,0.07,0.0
Sadness,70,0.0,0.0,0.35,0.0,0.32,0.0,0.0,0.43,0.47,0.11,0.02,0.39,0.0,0.0,0.12,0.19,0.0
Sadness,71,0.0,0.0,0.31,0.0,0.28,0.0,0.0,0.45,0.44,0.07,0.07,0.4,0.0,0.0,0.13,0.2,0.0
Sadness,72,0.04,0.0,0.27,0.0,0.25,0.0,0.02,0.41,0.43,0.07,0.15,0.5,0.0,0.0,0.1,0.2,0.04
Sadness,73,0.05,0.03,0.21,0.0,0.23,0.0,0.08,0.41,0.41,0.01,0.15,0.46,0.0,0.0,0.19,0.16,0.04
Sadness,74,0.05,0.03,0.27,0.0,0.23,0.0,0.09,0.48,0.43,0.06,0.11,0.41,0.0,0.0,0.31,0.22,0.04
Sadness,75,0.01,0.03,0.27,0.0,0.28,0.0,0.11,0.47,0.47,0.06,0.03,0.4,0.0,0.0,0.26,0.19,0.0
Sadness,76,0.04,0.0,0.22,0.0,0.3,0.06,0.04,0.4,0.48,0.06,0.07,0.54,0.0,0.0,0.14,0.18,0.16
Sadness,77,0.13,0.04,0.18,0.0,0.37,0.09,0.06,0.29,0.46,0.0,0.07,0.47,0.0,0.0,0.01,0.21,0.29
Sadness,78,0.15,0.04,0.15,0.0,0.38,0.09,0.04,0.34,0.44,0.04,0.04,0.29,0.0,0.0,0.07,0.23,0.32
Sadness,79,0.06,0.0,0.17,0.0,0.33,0.0,0.04,0.45,0.4,0.11,0.0,0.11,0.0,0.0,0.2,0.23,0.09
Sadness,1,0.0,0.37,0.14,0.0,0.06,0.0,0.16,1.24,0.36,0.09,0.0,0.0,0.0,0.08,0.25,0.25,0.0
Sadness,2,0.0,0.41,0.15,0.0,0.14,0.0,0.11,1.17,0.36,0.15,0.0,0.11,0.0,0.09,0.46,0.46,0.0
Sadness,3,0.0,0.33,0.18,0.0,0.21,0.02,0.08,1.15,0.37,0.16,0.0,0.12,0.0,0.08,0.61,0.49,0.0
Sadness,4,0.0,0.31,0.15,0.0,0.22,0.02,0.07,1.05,0.37,0.2,0.0,0.06,0.0,0.07,0.68,0.41,0.0
Sadness,5,0.0,0.29,0.11,0.0,0.21,0.02,0.02,0.98,0.35,0.23,0.0,0.03,0.0,0.05,0.71,0.35,0.0
Sadness,6,0.0,0.32,0.1,0.0,0.15,0.0,0.0,0.94,0.34,0.34,0.0,0.05,0.0,0.05,0.67,0.4,0.0
Sadness,7,0.0,0.34,0.18,0.0,0.14,0.0,0.0,0.99,0.38,0.41,0.0,0.07,0.0,0.05,0.69,0.49,0.0
Sadness,8,0.0,0.26,0.2,0.0,0.12,0.0,0.02,1.0,0.37,0.37,0.0,0.09,0.0,0.04,0.71,0.56,0.0
Sadness,9,0.0,0.22,0.25,0.01,0.14,0.0,0.04,1.0,0.35,0.37,0.0,0.11,0.0,0.06,0.76,0.52,0.06
Sadness,10,0.0,0.1,0.24,0.02,0.1,0.0,0.07,1.0,0.31,0.32,0.0,0.07,0.0,0.07,0.73,0.4,0.06
Sadness,11,0.0,0.04,0.28,0.16,0.1,0.0,0.05,1.05,0.29,0.32,0.0,0.11,0.0,0.08,0.59,0.31,0.06
Sadness,12,0.0,0.0,0.28,0.27,0.07,0.0,0.03,1.0,0.27,0.22,0.0,0.11,0.0,0.06,0.46,0.32,0.0
Sadness,13,0.0,0.0,0.29,0.27,0.08,0.0,0.02,0.97,0.26,0.15,0.0,0.14,0.0,0.03,0.36,0.38,0.0
Sadness,14,0.0,0.0,0.32,0.19,0.07,0.0,0.04,0.94,0.22,0.12,0.0,0.1,0.0,0.02,0.34,0.4,0.0
Sadness,15,0.0,0.0,0.31,0.16,0.1,0.13,0.04,1.03,0.27,0.07,0.0,0.05,0.0,0.04,0.36,0.43,0.0
Sadness,16,0.0,0.0,0.29,0.14,0.11,0.16,0.02,1.07,0.29,0.12,0.0,0.03,0.0,0.08,0.42,0.45,0.0
Sadness,17,0.0,0.0,0.24,0.08,0.1,0.25,0.02,1.11,0.36,0.2,0.0,0.01,0.0,0.12,0.5,0.39,0.0
Sadness,18,0.0,0.0,0.23,0.0,0.07,0.13,0.03,1.06,0.33,0.31,0.0,0.01,0.0,0.12,0.59,0.33,0.0
Sadness,19,0.0,0.0,0.26,0.0,0.04,0.11,0.02,1.03,0.3,0.3,0.0,0.01,0.06,0.09,0.59,0.23,0.02
Sadness,20,0.0,0.02,0.31,0.0,0.03,0.1,0.01,0.98,0.3,0.27,0.0,0.07,0.06,0.07,0.62,0.28,0.06
Sadness,21,0.0,0.05,0.38,0.07,0.02,0.18,0.0,0.97,0.29,0.28,0.0,0.11,0.09,0.05,0.58,0.38,0.23
Sadness,22,0.0,0.06,0.36,0.16,0.05,0.32,0.0,1.02,0.32,0.27,0.0,0.15,0.05,0.04,0.56,0.48,0.22
Sadness,23,0.0,0.06,0.36,0.16,0.04,0.51,0.0,1.07,0.26,0.26,0.0,0.11,0.07,0.01,0.57,0.49,0.22
Sadness,24,0.0,0.03,0.32,0.09,0.05,0.41,0.02,1.12,0.22,0.23,0.0,0.09,0.03,0.0,0.54,0.46,0.14
Sadness,25,0.0,0.05,0.31,0.0,0.04,0.41,0.03,1.1,0.22,0.18,0.0,0.14,0.04,0.01,0.53,0.42,0.24
Sadness,26,0.0,0.04,0.37,0.0,0.04,0.25,0.06,1.12,0.22,0.18,0.0,0.3,0.01,0.02,0.49,0.48,0.22
Sadness,27,0.0,0.11,0.41,0.0,0.03,0.33,0.05,1.12,0.26,0.2,0.0,0.28,0.02,0.02,0.47,0.44,0.23
Sadness,28,0.0,0.16,0.46,0.0,0.02,0.19,0.08,1.11,0.23,0.22,0.0,0.2,0.01,0.01,0.52,0.4,0.16
Sadness,29,0.0,0.21,0.42,0.0,0.08,0.12,0.05,1.05,0.28,0.31,0.0,0.02,0.03,0.0,0.4,0.26,0.2
Sadness,30,0.0,0.22,0.33,0.0,0.13,0.1,0.04,1.0,0.29,0.28,0.0,0.06,0.02,0.0,0.32,0.28,0.19
Sadness,31,0.0,0.26,0.26,0.0,0.13,0.17,0.0,0.94,0.31,0.27,0.0,0.07,0.02,0.0,0.24,0.24,0.19
Sadness,32,0.0,0.28,0.22,0.0,0.11,0.18,0.0,0.99,0.32,0.28,0.0,0.06,0.07,0.0,0.25,0.18,0.12
Sadness,33,0.0,0.26,0.2,0.0,0.07,0.17,0.05,0.93,0.31,0.25,0.0,0.02,0.07,0.0,0.27,0.1,0.07
Sadness,34,0.0,0.17,0.14,0.0,0.07,0.1,0.06,0.92,0.29,0.25,0.0,0.0,0.14,0.0,0.23,0.08,0.09
Sadness,35,0.0,0.08,0.07,0.0,0.05,0.04,0.06,0.9,0.26,0.15,0.0,0.0,0.09,0.0,0.23,0.11,0.16
Sadness,36,0.0,0.02,0.04,0.0,0.06,0.0,0.05,0.92,0.25,0.17,0.0,0.0,0.09,0.0,0.24,0.07,0.13
Sadness,37,0.0,0.03,0.09,0.0,0.05,0.0,0.07,0.95,0.24,0.17,0.0,0.0,0.01,0.0,0.28,0.07,0.06
Sadness,38,0.0,0.03,0.18,0.0,0.06,0.0,0.08,0.95,0.23,0.21,0.0,0.02,0.0,0.0,0.23,0.03,0.02
Sadness,39,0.0,0.06,0.33,0.0,0.04,0.04,0.07,1.0,0.22,0.21,0.0,0.06,0.0,0.0,0.17,0.04,0.02
Sadness,40,0.0,0.14,0.41,0.0,0.06,0.06,0.09,1.07,0.25,0.22,0.0,0.12,0.1,0.0,0.06,0.01,0.03
Sadness,41,0.06,0.25,0.48,0.0,0.07,0.06,0.11,1.16,0.26,0.23,0.0,0.21,0.1,0.0,0.11,0.05,0.01
Sadness,42,0.08,0.25,0.46,0.0,0.1,0.02,0.12,1.19,0.27,0.24,0.0,0.18,0.15,0.0,0.08,0.1,0.01
Sadness,43,0.14,0.14,0.41,0.0,0.09,0.0,0.1,1.19,0.24,0.22,0.0,0.18,0.06,0.0,0.12,0.14,0.08
Sadness,44,0.18,0.11,0.34,0.0,0.11,0.02,0.08,1.17,0.25,0.19,0.0,0.11,0.06,0.0,0.1,0.13,0.15
Sadness,45,0.25,0.08,0.35,0.0,0.11,0.1,0.05,1.22,0.26,0.16,0.0,0.19,0.07,0.0,0.13,0.13,0.24
Sadness,46,0.24,0.08,0.34,0.0,0.15,0.19,0.03,1.22,0.29,0.16,0.0,0.19,0.05,0.0,0.12,0.09,0.24
Sadness,47,0.15,0.0,0.3,0.0,0.15,0.26,0.06,1.23,0.3,0.14,0.0,0.25,0.05,0.0,0.13,0.07,0.26
Sadness,48,0.13,0.02,0.31,0.0,0.17,0.18,0.12,1.18,0.32,0.13,0.0,0.24,0.0,0.0,0.16,0.03,0.24
Sadness,49,0.13,0.02,0.37,0.0,0.16,0.09,0.14,1.12,0.3,0.09,0.0,0.25,0.0,0.02,0.16,0.03,0.2
Sadness,50,0.2,0.02,0.39,0.03,0.12,0.0,0.15,1.05,0.27,0.05,0.0,0.2,0.0,0.02,0.18,0.0,0.12
Sadness,51,0.16,0.0,0.39,0.03,0.12,0.0,0.12,1.01,0.24,0.03,0.0,0.15,0.0,0.02,0.17,0.0,0.11
Sadness,52,0.12,0.0,0.36,0.03,0.12,0.0,0.08,1.02,0.21,0.07,0.0,0.12,0.0,0.0,0.28,0.01,0.07
Sadness,53,0.08,0.0,0.39,0.0,0.14,0.0,0.06,1.09,0.22,0.09,0.0,0.13,0.0,0.0,0.3,0.01,0.07
Sadness,54,0.06,0.06,0.37,0.0,0.13,0.0,0.02,1.12,0.21,0.15,0.0,0.21,0.1,0.0,0.39,0.03,0.04
Sadness,55,0.14,0.15,0.41,0.05,0.1,0.0,0.02,1.11,0.22,0.21,0.0,0.26,0.17,0.02,0.27,0.07,0.1
Sadness,56,0.19,0.18,0.45,0.14,0.11,0.0,0.01,1.11,0.19,0.26,0.0,0.34,0.19,0.06,0.17,0.12,0.18
Sadness,57,0.17,0.13,0.46,0.14,0.1,0.0,0.01,1.12,0.21,0.32,0.0,0.32,0.11,0.06,0.06,0.11,0.14
Sadness,58,0.13,0.04,0.45,0.08,0.11,0.0,0.04,1.17,0.24,0.31,0.0,0.31,0.08,0.05,0.03,0.09,0.08
Sadness,59,0.11,0.08,0.37,0.0,0.09,0.0,0.07,1.12,0.25,0.32,0.0,0.27,0.07,0.02,0.05,0.1,0.01
Sadness,60,0.23,0.16,0.33,0.0,0.07,0.0,0.1,1.17,0.27,0.33,0.0,0.28,0.06,0.02,0.03,0.14,0.0
Sadness,61,0.29,0.24,0.33,0.0,0.09,0.0,0.1,1.22,0.28,0.44,0.0,0.32,0.02,0.0,0.03,0.21,0.0
Sadness,62,0.32,0.21,0.36,0.0,0.12,0.0,0.09,1.25,0.29,0.44,0.0,0.35,0.0,0.02,0.0,0.28,0.03
Sadness,63,0.35,0.21,0.42,0.0,0.14,0.0,0.07,1.22,0.27,0.45,0.0,0.35,0.0,0.02,0.0,0.34,0.03
Sadness,64,0.34,0.26,0.44,0.04,0.12,0.0,0.04,1.13,0.23,0.34,0.0,0.24,0.0,0.02,0.06,0.36,0.06
Sadness,65,0.38,0.33,0.48,0.04,0.15,0.0,0.02,1.16,0.22,0.33,0.0,0.11,0.0,0.0,0.12,0.36,0.03
Sadness,66,0.39,0.43,0.48,0.04,0.13,0.0,0.0,1.15,0.2,0.26,0.0,0.01,0.0,0.0,0.18,0.37,0.03
Sadness,67,0.44,0.44,0.44,0.0,0.11,0.0,0.03,1.17,0.23,0.35,0.0,0.03,0.0,0.0,0.12,0.33,0.0
Sadness,68,0.42,0.4,0.43,0.0,0.07,0.0,0.05,1.17,0.24,0.34,0.0,0.03,0.0,0.0,0.06,0.24,0.0
Sadness,69,0.44,0.36,0.37,0.0,0.11,0.1,0.08,1.21,0.25,0.3,0.0,0.07,0.0,0.0,0.0,0.17,0.02
Sadness,70,0.43,0.31,0.35,0.0,0.18,0.1,0.07,1.24,0.26,0.26,0.0,0.17,0.01,0.02,0.0,0.09,0.02
Sadness,71,0.42,0.22,0.33,0.0,0.21,0.13,0.06,1.22,0.26,0.29,0.0,0.32,0.01,0.02,0.0,0.09,0.03
Sadness,72,0.36,0.09,0.33,0.0,0.24,0.16,0.06,1.23,0.27,0.38,0.01,0.43,0.01,0.02,0.0,0.13,0.12
Sadness,73,0.38,0.07,0.39,0.0,0.23,0.33,0.07,1.23,0.26,0.43,0.01,0.47,0.0,0.0,0.0,0.21,0.25
Sadness,74,0.41,0.16,0.41,0.0,0.24,0.52,0.09,1.26,0.27,0.39,0.02,0.45,0.02,0.0,0.0,0.22,0.36
Sadness,75,0.43,0.25,0.5,0.0,0.25,0.48,0.11,1.23,0.27,0.38,0.02,0.46,0.02,0.0,0.0,0.3,0.37
Sadness,76,0.47,0.28,0.53,0.0,0.28,0.43,0.14,1.18,0.27,0.32,0.06,0.33,0.01,0.0,0.0,0.28,0.27
Sadness,77,0.49,0.28,0.59,0.0,0.3,0.26,0.16,1.14,0.28,0.32,0.07,0.25,0.0,0.0,0.0,0.34,0.14
Sadness,78,0.65,0.26,0.71,0.0,0.37,0.22,0.11,0.92,0.38,0.19,0.07,0.09,0.0,0.0,0.07,0.18,0.02
Sadness,79,0.82,0.15,0.61,0.0,0.37,0.13,0.05,0.82,0.46,0.08,0.03,0.05,0.0,0.0,0.24,0.12,0.01
Sadness,80,0.98,0.12,0.55,0.0,0.4,0.23,0.0,0.68,0.57,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.01
Sadness,81,1.07,0.1,0.47,0.0,0.32,0.32,0.0,0.72,0.57,0.0,0.0,0.0,0.0,0.0,0.5,0.03,0.01
Sadness,82,1.02,0.17,0.55,0.0,0.34,0.34,0.0,0.68,0.57,0.0,0.0,0.09,0.0,0.0,0.38,0.03,0.0
Sadness,83,0.93,0.11,0.57,0.0,0.35,0.53,0.0,0.76,0.47,0.0,0.0,0.14,0.0,0.0,0.22,0.03,0.0
Sadness,84,0.71,0.06,0.5,0.0,0.41,0.82,0.0,0.89,0.41,0.0,0.0,0.14,0.0,0.0,0.06,0.0,0.0
Sadness,85,0.57,0.0,0.48,0.0,0.43,1.14,0.0,0.99,0.37,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.0
Sadness,86,0.52,0.0,0.47,0.0,0.45,1.11,0.0,1.02,0.42,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Sadness,87,0.54,0.0,0.43,0.0,0.37,0.69,0.02,1.14,0.36,0.01,0.09,0.17,0.0,0.0,0.0,0.12,0.0
Sadness,88,0.57,0.02,0.37,0.0,0.28,0.33,0.02,1.26,0.3,0.01,0.13,0.29,0.0,0.0,0.0,0.26,0.02
Sadness,89,0.58,0.06,0.35,0.05,0.21,0.24,0.02,1.37,0.22,0.01,0.2,0.49,0.0,0.0,0.0,0.39,0.02
Sadness,90,0.53,0.08,0.33,0.05,0.18,0.26,0.0,1.37,0.25,0.0,0.2,0.48,0.0,0.01,0.0,0.37,0.02
Sadness,91,0.37,0.06,0.28,0.05,0.2,0.36,0.0,1.41,0.27,0.0,0.2,0.45,0.0,0.03,0.0,0.34,0.05
Sadness,92,0.23,0.02,0.22,0.0,0.2,0.25,0.0,1.44,0.28,0.0,0.14,0.37,0.0,0.05,0.0,0.33,0.05
Sadness,93,0.09,0.02,0.19,0.0,0.23,0.39,0.0,1.42,0.28,0.0,0.08,0.26,0.0,0.07,0.0,0.35,0.04
Sadness,94,0.07,0.07,0.2,0.0,0.2,0.31,0.0,1.41,0.29,0.01,0.04,0.27,0.0,0.08,0.0,0.32,0.0
Sadness,95,0.05,0.08,0.23,0.0,0.17,0.31,0.0,1.32,0.28,0.05,0.07,0.23,0.0,0.08,0.0,0.23,0.0
Sadness,96,0.06,0.06,0.32,0.0,0.15,0.17,0.0,1.27,0.25,0.06,0.11,0.23,0.0,0.05,0.0,0.14,0.06
Sadness,97,0.1,0.05,0.41,0.0,0.18,0.14,0.0,1.18,0.21,0.05,0.16,0.21,0.0,0.03,0.0,0.09,0.11
Sadness,98,0.07,0.03,0.45,0.03,0.14,0.03,0.0,1.16,0.2,0.05,0.13,0.17,0.0,0.0,0.0,0.13,0.19
Sadness,99,0.13,0.03,0.44,0.05,0.14,0.02,0.0,1.11,0.2,0.05,0.11,0.13,0.0,0.0,0.0,0.17,0.17
Sadness,100,0.11,0.0,0.43,0.09,0.08,0.1,0.0,1.08,0.2,0.05,0.05,0.08,0.0,0.0,0.0,0.18,0.25
Sadness,101,0.15,0.02,0.45,0.06,0.11,0.15,0.01,1.05,0.22,0.08,0.03,0.04,0.0,0.0,0.0,0.23,0.23
Sadness,102,0.08,0.02,0.41,0.04,0.12,0.25,0.01,1.15,0.26,0.14,0.04,0.05,0.0,0.0,0.0,0.25,0.23
Sadness,103,0.05,0.02,0.44,0.0,0.14,0.18,0.01,1.28,0.31,0.23,0.11,0.05,0.0,0.0,0.0,0.3,0.16
Sadness,104,0.07,0.06,0.43,0.0,0.18,0.17,0.01,1.33,0.34,0.19,0.21,0.05,0.0,0.0,0.0,0.21,0.12
Sadness,105,0.12,0.12,0.46,0.0,0.2,0.1,0.02,1.3,0.34,0.17,0.28,0.05,0.0,0.0,0.0,0.14,0.08
Sadness,106,0.12,0.18,0.36,0.0,0.25,0.1,0.04,1.21,0.32,0.13,0.26,0.03,0.0,0.0,0.02,0.09,0.03
Sadness,107,0.05,0.12,0.27,0.0,0.25,0.06,0.05,1.25,0.28,0.1,0.21,0.05,0.0,0.0,0.05,0.16,0.01
Sadness,108,0.02,0.06,0.22,0.0,0.26,0.01,0.07,1.26,0.29,0.12,0.1,0.02,0.0,0.0,0.06,0.16,0.04
Sadness,109,0.05,0.02,0.28,0.0,0.28,0.04,0.07,1.32,0.29,0.21,0.05,0.02,0.0,0.0,0.04,0.18,0.05
Sadness,110,0.1,0.08,0.32,0.0,0.33,0.04,0.09,1.31,0.32,0.31,0.0,0.0,0.0,0.0,0.01,0.12,0.07
Sadness,111,0.07,0.08,0.33,0.0,0.35,0.02,0.08,1.35,0.36,0.36,0.04,0.0,0.0,0.0,0.0,0.13,0.03
Sadness,112,0.05,0.15,0.39,0.0,0.33,0.0,0.08,1.32,0.41,0.32,0.1,0.03,0.0,0.0,0.0,0.17,0.02
Sadness,113,0.01,0.13,0.42,0.0,0.26,0.04,0.06,1.3,0.44,0.3,0.24,0.08,0.0,0.0,0.0,0.18,0.0
Sadness,114,0.03,0.26,0.51,0.0,0.24,0.14,0.09,1.27,0.41,0.29,0.29,0.08,0.0,0.0,0.0,0.23,0.0
Sadness,115,0.03,0.18,0.49,0.0,0.23,0.18,0.08,1.26,0.35,0.25,0.27,0.08,0.0,0.0,0.0,0.17,0.0
Sadness,116,0.02,0.16,0.48,0.0,0.25,0.14,0.1,1.23,0.31,0.25,0.17,0.04,0.0,0.0,0.0,0.18,0.0
Sadness,117,0.01,0.09,0.42,0.0,0.24,0.07,0.05,1.19,0.32,0.22,0.13,0.09,0.0,0.0,0.0,0.2,0.0
Sadness,118,0.01,0.07,0.43,0.0,0.23,0.18,0.03,1.2,0.38,0.29,0.25,0.06,0.0,0.0,0.03,0.17,0.08
Sadness,119,0.01,0.06,0.44,0.0,0.23,0.26,0.0,1.2,0.41,0.26,0.29,0.05,0.0,0.0,0.04,0.16,0.09
Sadness,120,0.0,0.0,0.45,0.0,0.2,0.31,0.0,1.21,0.4,0.22,0.24,0.04,0.03,0.0,0.11,0.12,0.13
Sadness,121,0.0,0.0,0.5,0.0,0.22,0.18,0.01,1.12,0.36,0.12,0.12,0.04,0.03,0.0,0.13,0.12,0.05
Sadness,122,0.0,0.02,0.57,0.05,0.24,0.24,0.02,1.05,0.35,0.11,0.03,0.04,0.03,0.0,0.22,0.11,0.04
Sadness,123,0.0,0.02,0.65,0.05,0.26,0.17,0.04,0.98,0.27,0.08,0.13,0.0,0.0,0.0,0.21,0.05,0.01
Sadness,124,0.0,0.02,0.7,0.05,0.25,0.16,0.03,1.0,0.27,0.09,0.16,0.0,0.0,0.0,0.29,0.07,0.01
Sadness,125,0.0,0.0,0.73,0.0,0.2,0.14,0.02,0.99,0.28,0.09,0.16,0.03,0.0,0.0,0.32,0.03,0.01
Sadness,126,0.0,0.0,0.77,0.0,0.15,0.12,0.01,1.01,0.31,0.25,0.07,0.05,0.0,0.0,0.34,0.03,0.0
Sadness,127,0.0,0.0,0.77,0.0,0.13,0.26,0.01,0.97,0.33,0.33,0.06,0.05,0.0,0.0,0.37,0.09,0.0
Sadness,128,0.0,0.0,0.76,0.0,0.15,0.16,0.01,0.94,0.31,0.36,0.06,0.03,0.0,0.0,0.36,0.1,0.0
Sadness,129,0.0,0.0,0.8,0.0,0.21,0.28,0.04,0.89,0.3,0.28,0.05,0.0,0.01,0.0,0.38,0.11,0.0
Sadness,130,0.03,0.0,0.81,0.01,0.22,0.18,0.11,0.88,0.23,0.26,0.0,0.0,0.01,0.0,0.31,0.03,0.09
Sadness,131,0.05,0.0,0.87,0.01,0.26,0.25,0.15,0.85,0.19,0.26,0.01,0.0,0.03,0.0,0.31,0.01,0.19
Sadness,132,0.05,0.0,0.86,0.01,0.26,0.26,0.15,0.85,0.19,0.3,0.04,0.0,0.03,0.0,0.42,0.01,0.2
Sadness,133,0.02,0.0,0.94,0.0,0.28,0.43,0.16,0.91,0.19,0.28,0.1,0.0,0.03,0.0,0.43,0.01,0.11
Sadness,134,0.0,0.0,0.93,0.0,0.26,0.52,0.2,0.96,0.19,0.28,0.1,0.0,0.0,0.0,0.43,0.03,0.01
Sadness,135,0.0,0.0,0.93,0.0,0.24,0.52,0.19,0.99,0.21,0.25,0.07,0.0,0.0,0.0,0.34,0.08,0.0
Sadness,136,0.0,0.0,0.86,0.0,0.23,0.47,0.13,0.97,0.24,0.3,0.01,0.0,0.0,0.0,0.41,0.16,0.0
Sadness,137,0.02,0.03,0.89,0.0,0.22,0.31,0.11,0.95,0.26,0.41,0.0,0.0,0.0,0.0,0.43,0.22,0.0
Sadness,138,0.02,0.03,0.87,0.0,0.22,0.21,0.12,0.97,0.27,0.49,0.0,0.0,0.0,0.0,0.5,0.27,0.0
Sadness,139,0.02,0.03,0.86,0.0,0.25,0.15,0.14,1.0,0.29,0.61,0.0,0.02,0.0,0.0,0.41,0.33,0.0
Sadness,140,0.0,0.0,0.81,0.0,0.28,0.33,0.14,1.01,0.3,0.53,0.0,0.03,0.0,0.0,0.46,0.32,0.0
Sadness,141,0.0,0.02,0.83,0.0,0.33,0.47,0.2,1.01,0.29,0.46,0.0,0.04,0.0,0.0,0.43,0.28,0.0
Sadness,142,0.0,0.02,0.74,0.0,0.28,0.36,0.17,0.99,0.26,0.29,0.0,0.07,0.0,0.01,0.46,0.24,0.0
Sadness,143,0.0,0.02,0.73,0.0,0.29,0.19,0.18,0.98,0.26,0.29,0.0,0.07,0.0,0.01,0.46,0.25,0.0
Sadness,144,0.0,0.0,0.66,0.0,0.27,0.0,0.1,0.97,0.3,0.24,0.0,0.07,0.0,0.01,0.41,0.26,0.02
Sadness,145,0.0,0.0,0.69,0.0,0.31,0.0,0.11,0.95,0.32,0.23,0.01,0.02,0.0,0.0,0.42,0.25,0.02
Sadness,146,0.0,0.0,0.67,0.0,0.29,0.0,0.04,0.96,0.31,0.21,0.01,0.06,0.0,0.0,0.32,0.27,0.06
Sadness,147,0.0,0.0,0.68,0.0,0.3,0.0,0.07,1.01,0.25,0.27,0.03,0.16,0.0,0.0,0.35,0.31,0.04
Sadness,148,0.0,0.0,0.73,0.0,0.29,0.0,0.07,1.06,0.24,0.35,0.02,0.2,0.0,0.0,0.34,0.22,0.05
Sadness,149,0.0,0.0,0.72,0.0,0.3,0.0,0.06,1.11,0.24,0.35,0.02,0.19,0.0,0.0,0.38,0.18,0.02
Sadness,150,0.0,0.0,0.77,0.0,0.27,0.0,0.04,1.08,0.22,0.35,0.0,0.18,0.0,0.0,0.35,0.07,0.02
Sadness,151,0.0,0.0,0.76,0.04,0.24,0.03,0.04,1.08,0.2,0.31,0.0,0.24,0.0,0.02,0.35,0.1,0.03
